,VOO,006208,00687B,00919,BTC,WBETH,BNB,BCH
2022-11-01,0,0,0,0,20796,0,2627,901
2022-11-02,0,0,0,0,20387,0,2581,886
2022-11-03,0,0,0,0,20516,0,2669,907
2022-11-04,0,0,0,0,21403,0,2860,969
2022-11-05,0,0,0,0,21540,0,2818,967
2022-11-06,0,0,0,0,21179,0,2739,912
2022-11-07,0,0,0,0,20754,0,2707,915
2022-11-08,0,0,0,0,18590,0,2620,799
2022-11-09,0,0,0,0,15893,0,2129,690
2022-11-10,0,0,0,0,17667,0,2436,797
2022-11-11,0,0,0,0,16839,0,2284,784
2022-11-12,0,0,0,0,16607,0,2225,781
2022-11-13,0,0,0,0,16166,0,2180,760
2022-11-14,0,0,0,0,16268,0,2174,783
2022-11-15,0,0,0,0,16418,0,2147,780
2022-11-16,0,0,0,0,16309,0,2122,789
2022-11-17,0,0,0,0,16303,0,2087,783
2022-11-18,0,0,0,0,16308,0,2133,789
2022-11-19,0,0,0,0,16322,0,2121,790
2022-11-20,0,0,0,0,15912,0,2058,791
2022-11-21,0,0,0,0,15462,0,1985,781
2022-11-22,0,0,0,0,15866,0,2081,824
2022-11-23,0,0,0,0,16266,0,2326,868
2022-11-24,0,0,0,0,16246,0,2344,875
2022-11-25,0,0,0,0,16078,0,2332,855
2022-11-26,0,0,0,0,16022,0,2416,845
2022-11-27,0,0,0,0,16003,0,2385,836
2022-11-28,0,0,0,0,15790,0,2279,827
2022-11-29,0,0,0,0,16051,0,2300,837
2022-11-30,0,0,0,0,16725,0,2336,853
2022-12-01,0,0,0,0,16439,0,2256,825
2022-12-02,0,0,0,0,16455,0,2254,832
2022-12-03,0,0,0,0,16281,0,2231,817
2022-12-04,0,0,0,0,16495,0,2244,826
2022-12-05,0,0,0,0,16319,0,2211,819
2022-12-06,0,0,0,0,16442,0,2227,832
2022-12-07,0,0,0,0,16247,0,2186,813
2022-12-08,0,0,0,0,16621,0,2234,833
2022-12-09,0,0,0,0,16430,0,2188,812
2022-12-10,0,0,0,0,16426,0,2203,807
2022-12-11,0,0,0,0,16402,0,2175,787
2022-12-12,0,0,0,0,16626,0,2128,792
2022-12-13,0,0,0,0,17173,0,2094,820
2022-12-14,0,0,0,0,17162,0,2060,811
2022-12-15,0,0,0,0,16664,0,1976,794
2022-12-16,0,0,0,0,16146,0,1788,750
2022-12-17,0,0,0,0,16290,0,1876,772
2022-12-18,0,0,0,0,16254,0,1942,764
2022-12-19,0,0,0,0,15925,0,1859,737
2022-12-20,0,0,0,0,16384,0,1945,762
2022-12-21,0,0,0,0,16266,0,1897,749
2022-12-22,0,0,0,0,16254,0,1893,756
2022-12-23,0,0,0,0,16254,0,1899,762
2022-12-24,0,0,0,0,16303,0,1888,760
2022-12-25,0,0,0,0,16298,0,1876,757
2022-12-26,0,0,0,0,16376,0,1884,772
2022-12-27,0,0,0,0,16166,0,1901,759
2022-12-28,0,0,0,0,16009,0,1883,740
2022-12-29,0,0,0,0,16098,0,1901,735
2022-12-30,0,0,0,0,16035,0,1893,721
2022-12-31,0,0,0,0,15982,0,1897,724
2023-01-01,0,0,0,0,16057,0,1880,723
2023-01-02,0,0,0,0,16101,0,1889,740
2023-01-03,0,0,0,0,16131,0,1898,744
2023-01-04,0,0,0,0,16271,0,1993,756
2023-01-05,0,0,0,0,16265,0,1975,754
2023-01-06,0,0,0,0,16342,0,1997,756
2023-01-07,0,0,0,0,16345,0,2008,755
2023-01-08,0,0,0,0,16476,0,2109,770
2023-01-09,0,0,0,0,16544,0,2092,795
2023-01-10,0,0,0,0,16730,0,2120,795
2023-01-11,0,0,0,0,17182,0,2177,812
2023-01-12,0,0,0,0,18079,0,2199,885
2023-01-13,0,0,0,0,19007,0,2236,916
2023-01-14,0,0,0,0,20025,0,2323,928
2023-01-15,0,0,0,0,19934,0,2299,920
2023-01-16,0,0,0,0,20179,0,2272,912
2023-01-17,0,0,0,0,20204,0,2282,905
2023-01-18,0,0,0,0,19718,0,2181,876
2023-01-19,0,0,0,0,20037,0,2234,892
2023-01-20,0,0,0,0,21658,0,2322,943
2023-01-21,0,0,0,0,21754,0,2279,945
2023-01-22,0,0,0,0,21700,0,2308,948
2023-01-23,0,0,0,0,21889,0,2325,983
2023-01-24,0,0,0,0,21587,0,2286,944
2023-01-25,0,0,0,0,22027,0,2335,970
2023-01-26,0,0,0,0,21932,0,2315,985
2023-01-27,0,0,0,0,21947,0,2336,990
2023-01-28,0,0,0,0,21902,0,2322,974
2023-01-29,0,0,0,0,22609,0,2406,1004
2023-01-30,0,0,0,0,21754,0,2332,962
2023-01-31,0,0,0,0,21922,0,2360,976
2023-02-01,0,0,0,0,22428,0,2393,995
2023-02-02,0,0,0,0,21822,0,2397,981
2023-02-03,0,0,0,0,21808,0,2464,990
2023-02-04,0,0,0,0,21699,0,2452,993
2023-02-05,0,0,0,0,21349,0,2431,965
2023-02-06,0,0,0,0,21470,0,2442,958
2023-02-07,0,0,0,0,21970,0,2509,991
2023-02-08,0,0,0,0,21684,0,2473,959
2023-02-09,0,0,0,0,20634,0,2307,923
2023-02-10,0,0,0,0,20449,0,2304,909
2023-02-11,0,0,0,0,20657,0,2339,910
2023-02-12,0,0,0,0,20579,0,2357,896
2023-02-13,0,0,0,0,20720,0,2231,908
2023-02-14,0,0,0,0,21139,0,2246,931
2023-02-15,0,0,0,0,23147,0,2408,989
2023-02-16,0,0,0,0,22535,0,2318,943
2023-02-17,0,0,0,0,23395,0,2380,981
2023-02-18,0,0,0,0,23467,0,2405,1001
2023-02-19,0,0,0,0,23169,0,2369,1000
2023-02-20,0,0,0,0,23740,0,2404,1067
2023-02-21,0,0,0,0,23358,0,2374,1072
2023-02-22,0,0,0,0,23213,0,2393,1051
2023-02-23,0,0,0,0,22974,0,2360,1029
2023-02-24,0,0,0,0,22115,0,2296,977
2023-02-25,0,0,0,0,22093,0,2298,980
2023-02-26,0,0,0,0,22461,0,2349,1003
2023-02-27,0,0,0,0,22701,0,2346,1007
2023-02-28,0,0,0,0,22296,0,2315,981
2023-03-01,0,0,0,0,22813,0,2330,1000
2023-03-02,0,0,0,0,22585,0,2301,978
2023-03-03,0,0,0,0,21543,0,2230,938
2023-03-04,0,0,0,0,21534,0,2224,925
2023-03-05,0,0,0,0,21613,0,2217,922
2023-03-06,0,0,0,0,21535,0,2205,920
2023-03-07,0,0,0,0,21387,0,2221,908
2023-03-08,0,0,0,0,21007,0,2212,870
2023-03-09,0,0,0,0,19695,0,2138,822
2023-03-10,0,0,0,0,19582,0,2146,836
2023-03-11,0,0,0,0,20014,0,2150,856
2023-03-12,0,0,0,0,21500,0,2240,906
2023-03-13,0,0,0,0,23483,0,2390,952
2023-03-14,0,0,0,0,23725,0,2365,972
2023-03-15,0,0,0,0,23311,0,2342,912
2023-03-16,0,0,0,0,24070,0,2527,936
2023-03-17,0,0,0,0,26373,0,2600,1007
2023-03-18,0,0,0,0,25933,0,2542,975
2023-03-19,0,0,0,0,26964,0,2584,1011
2023-03-20,0,0,0,0,26764,0,2559,972
2023-03-21,0,0,0,0,27058,0,2567,997
2023-03-22,0,0,0,0,26202,0,2463,935
2023-03-23,0,0,0,0,27071,0,2513,950
2023-03-24,0,0,0,0,26084,0,2439,907
2023-03-25,0,0,0,0,26085,0,2441,917
2023-03-26,0,0,0,0,26559,0,2488,915
2023-03-27,0,0,0,0,25905,0,2367,886
2023-03-28,0,0,0,0,25892,0,2372,887
2023-03-29,0,0,0,0,27080,0,2390,909
2023-03-30,0,0,0,0,26930,0,2425,898
2023-03-31,0,0,0,0,27211,0,2415,915
2023-04-01,0,0,0,0,27146,0,2401,926
2023-04-02,0,0,0,0,26944,0,2392,907
2023-04-03,0,0,0,0,26704,0,2364,948
2023-04-04,0,0,0,0,27026,0,2379,942
2023-04-05,0,0,0,0,26953,0,2395,940
2023-04-06,0,0,0,0,26962,0,2395,936
2023-04-07,0,0,0,0,26822,0,2379,924
2023-04-08,0,0,0,0,26843,0,2379,918
2023-04-09,0,0,0,0,27213,0,2396,931
2023-04-10,0,0,0,0,28371,0,2429,945
2023-04-11,0,0,0,0,29051,0,2473,958
2023-04-12,0,0,0,0,28919,0,2440,954
2023-04-13,0,0,0,0,29136,0,2483,971
2023-04-14,0,0,0,0,29224,0,2516,980
2023-04-15,0,0,0,0,29063,0,2548,983
2023-04-16,0,0,0,0,29060,0,2662,995
2023-04-17,0,0,0,0,28277,0,2603,976
2023-04-18,0,0,0,0,29154,0,2624,989
2023-04-19,0,0,0,0,27630,0,2467,926
2023-04-20,0,0,0,0,27153,0,2437,914
2023-04-21,0,0,0,0,26241,0,2467,889
2023-04-22,0,0,0,0,26761,0,2547,908
2023-04-23,0,0,0,0,26543,0,2536,891
2023-04-24,0,0,0,0,26536,0,2546,888
2023-04-25,0,0,0,0,27243,0,2596,893
2023-04-26,0,0,0,0,27463,0,2549,877
2023-04-27,0,0,0,0,28418,0,2546,872
2023-04-28,0,0,0,0,28288,0,2495,879
2023-04-29,0,0,0,0,28199,0,2476,891
2023-04-30,0,0,0,0,28219,0,2596,880
2023-05-01,0,0,0,0,27189,0,2537,874
2023-05-02,0,0,0,0,27744,0,2483,890
2023-05-03,0,0,0,0,28083,0,2518,898
2023-05-04,0,0,0,0,27831,0,2492,874
2023-05-05,0,0,0,0,28476,0,2513,895
2023-05-06,0,0,0,0,27869,0,2481,872
2023-05-07,0,0,0,0,27435,0,2472,866
2023-05-08,0,0,0,0,26658,0,2410,828
2023-05-09,0,0,0,0,26633,0,2399,907
2023-05-10,0,0,0,0,26651,0,2420,864
2023-05-11,0,0,0,0,26022,0,2364,844
2023-05-12,0,0,0,0,25904,0,2378,858
2023-05-13,0,0,0,0,25883,0,2397,844
2023-05-14,0,0,0,0,26025,0,2405,860
2023-05-15,0,0,0,0,26374,0,2425,870
2023-05-16,0,0,0,0,26166,0,2403,873
2023-05-17,0,0,0,0,26546,0,2426,883
2023-05-18,0,0,0,0,26009,0,2392,864
2023-05-19,0,0,0,0,25979,0,2380,862
2023-05-20,0,0,0,0,26211,0,2394,869
2023-05-21,0,0,0,0,25848,0,2361,855
2023-05-22,0,0,0,0,25882,0,2377,854
2023-05-23,0,0,0,0,26278,0,2413,862
2023-05-24,0,0,0,0,25538,0,2366,840
2023-05-25,0,0,0,0,25678,0,2356,838
2023-05-26,0,0,0,0,25873,0,2369,847
2023-05-27,0,0,0,0,26017,0,2375,852
2023-05-28,0,0,0,0,27196,0,2426,871
2023-05-29,0,0,0,0,26802,0,2402,857
2023-05-30,0,0,0,0,26630,0,2389,847
2023-05-31,0,0,0,0,26187,0,2354,841
2023-06-01,0,0,0,0,25874,0,2346,844
2023-06-02,0,0,0,0,26234,0,2360,853
2023-06-03,0,0,0,0,26066,0,2354,854
2023-06-04,0,0,0,0,26109,0,2342,860
2023-06-05,0,0,0,0,24869,0,2131,811
2023-06-06,0,0,0,0,26278,0,2165,855
2023-06-07,0,0,0,0,25405,0,1994,828
2023-06-08,0,0,0,0,25629,0,2021,834
2023-06-09,0,0,0,0,25546,0,2005,825
2023-06-10,0,0,0,0,24939,0,1839,772
2023-06-11,0,0,0,0,25025,0,1811,766
2023-06-12,0,0,0,0,25001,0,1778,765
2023-06-13,0,0,0,0,25058,0,1880,786
2023-06-14,0,0,0,0,24185,0,1823,756
2023-06-15,0,0,0,0,24743,0,1823,782
2023-06-16,0,0,0,0,25405,0,1840,805
2023-06-17,0,0,0,0,25582,0,1882,795
2023-06-18,0,0,0,0,25414,0,1878,797
2023-06-19,0,0,0,0,25957,0,1872,796
2023-06-20,0,0,0,0,27459,0,1914,822
2023-06-21,0,0,0,0,29259,0,1937,1023
2023-06-22,0,0,0,0,29118,0,1869,1007
2023-06-23,0,0,0,0,29949,0,1903,1369
2023-06-24,0,0,0,0,29806,0,1841,1610
2023-06-25,0,0,0,0,29739,0,1858,1472
2023-06-26,0,0,0,0,29538,0,1837,1683
2023-06-27,0,0,0,0,27640,0,2216,3575
2023-06-28,0,0,0,0,27088,0,2152,3500
2023-06-29,0,0,0,0,27468,0,2180,3943
2023-06-30,0,0,0,0,27550,0,2251,4755
2023-07-01,0,0,0,0,27652,0,2321,4533
2023-07-02,0,0,0,0,27680,0,2307,4658
2023-07-03,0,0,0,0,28190,0,2310,4505
2023-07-04,0,0,0,0,27795,0,2269,4243
2023-07-05,0,0,0,0,27549,0,2236,4234
2023-07-06,0,0,0,0,27130,0,2183,4338
2023-07-07,0,0,0,0,27613,0,2222,4370
2023-07-08,0,0,0,0,27568,0,2228,4268
2023-07-09,0,0,0,0,27457,0,2209,4168
2023-07-10,0,0,0,0,27619,0,2313,4300
2023-07-11,0,0,0,0,27896,0,2346,4305
2023-07-12,0,0,0,0,27604,0,2296,4425
2023-07-13,0,0,0,0,28377,0,2396,4265
2023-07-14,0,0,0,0,28247,0,3227,6024
2023-07-15,0,0,0,0,28212,0,3265,5772
2023-07-16,0,0,0,0,28168,0,3155,5694
2023-07-17,0,0,0,0,27104,0,2534,8206
2023-07-18,0,0,0,0,26844,0,2491,8274
2023-07-19,0,0,0,0,26855,0,2497,8262
2023-07-20,0,2183,0,0,26867,0,2524,8289
2023-07-21,0,2151,0,0,26967,0,2535,8361
2023-07-22,0,2151,0,0,26844,0,2506,8124
2023-07-23,0,2151,0,0,27126,0,2521,8477
2023-07-24,0,2153,0,0,26548,0,2507,8176
2023-07-25,3371,4354,0,0,26575,0,2494,9248
2023-07-26,3357,4348,0,0,26577,0,2495,9377
2023-07-27,3339,4368,0,0,26487,0,2515,9508
2023-07-28,3381,4371,0,0,26656,0,2537,9421
2023-07-29,3381,4371,0,0,26690,0,2543,9432
2023-07-30,3381,4371,0,0,26616,0,2543,9851
2023-07-31,3394,4354,0,0,26623,0,2533,9688
2023-08-01,3388,4374,0,0,27068,0,2603,10091
2023-08-02,3362,4325,0,0,26757,0,2545,9498
2023-08-03,3356,4325,0,0,26811,0,2554,9361
2023-08-04,3341,4301,0,0,26724,0,2560,9438
2023-08-05,3341,4301,0,0,26694,0,2575,9419
2023-08-06,3341,4301,0,0,26694,0,2574,9246
2023-08-07,5850,6351,0,0,26831,0,2564,9880
2023-08-08,5827,6291,0,0,27381,0,2601,9966
2023-08-09,5812,6300,0,0,27305,0,2598,9950
2023-08-10,5800,6265,0,0,27109,0,2563,9659
2023-08-11,5801,6253,0,0,27107,0,2549,9543
2023-08-12,5801,6253,0,0,27124,0,2555,9526
2023-08-13,5801,6253,0,0,27001,0,2552,9517
2023-08-14,5861,6175,0,0,27248,0,2568,10114
2023-08-15,8267,8216,0,0,27035,0,2530,10048
2023-08-16,8196,8182,0,0,26569,0,2475,9131
2023-08-17,8142,8193,0,0,24720,0,2336,8112
2023-08-18,8145,8154,0,0,24727,0,2895,8847
2023-08-19,8145,8154,0,0,24771,0,2907,8832
2023-08-20,8145,8154,0,0,24860,0,2902,8924
2023-08-21,8200,8125,0,0,24802,0,2822,8792
2023-08-22,8181,8165,0,0,24726,0,2826,8732
2023-08-23,8285,8228,0,0,25153,0,2906,9171
2023-08-24,8144,8364,0,0,25103,0,3225,9484
2023-08-25,10364,10260,0,0,24960,0,3216,9354
2023-08-26,10364,10260,0,0,24922,0,3187,9268
2023-08-27,10364,10260,0,0,25000,0,3216,9651
2023-08-28,10431,10295,0,0,25014,0,3221,9280
2023-08-29,10582,10345,0,0,26573,0,3342,10928
2023-08-30,10609,10395,0,0,26119,0,3292,10509
2023-08-31,10606,10324,0,0,24837,0,4174,10603
2023-09-01,10631,10338,0,0,24718,0,4451,10204
2023-09-02,10631,10338,0,0,24784,0,4468,9973
2023-09-03,10631,10338,0,0,24880,0,4467,10034
2023-09-04,10650,10409,0,0,24773,0,4491,9911
2023-09-05,12770,12389,0,0,24737,0,4475,9831
2023-09-06,12701,12346,0,0,24748,0,4496,9898
2023-09-07,12675,12236,0,0,25239,0,4537,9922
2023-09-08,12731,12185,0,0,24993,0,4502,9940
2023-09-09,12731,12185,0,0,24984,0,4495,9940
2023-09-10,12731,12185,0,0,24923,0,4455,9810
2023-09-11,12836,12143,0,0,24317,0,4330,9482
2023-09-12,12696,12236,0,0,24826,0,4410,10194
2023-09-13,12734,12245,0,0,25251,0,4452,10267
2023-09-14,12816,12414,0,0,25496,0,4435,10656
2023-09-15,14804,14532,0,0,25541,0,4471,11125
2023-09-16,14804,14532,0,0,25503,0,4487,11019
2023-09-17,14804,14532,0,0,25470,0,4822,11378
2023-09-18,14824,14394,0,0,25689,0,4813,11797
2023-09-19,14804,14335,0,0,26144,0,4843,11894
2023-09-20,14703,14246,0,0,26135,0,4792,11729
2023-09-21,14475,14058,0,0,25614,0,4716,11368
2023-09-22,14498,14018,0,0,25729,0,4743,11368
2023-09-23,14498,14018,0,0,25729,0,4730,11386
2023-09-24,14498,14018,0,0,25417,0,4679,11201
2023-09-25,16765,16215,0,0,25451,0,4718,11502
2023-09-26,16505,16022,0,0,25350,0,4766,11705
2023-09-27,16553,16022,0,0,25550,0,4770,12537
2023-09-28,16668,16079,0,0,26228,0,5302,13119
2023-09-29,16543,16079,0,0,25988,0,5280,12840
2023-09-30,16543,16079,0,0,26042,0,5269,12788
2023-10-01,16543,16079,0,0,27023,0,5348,13216
2023-10-02,16637,16294,0,0,26738,0,5298,13536
2023-10-03,16445,16215,0,0,26692,0,5275,12651
2023-10-04,16568,16011,0,0,27055,0,5737,12835
2023-10-05,19074,18498,0,0,26665,0,5660,12712
2023-10-06,19249,18589,0,0,27108,0,5722,12661
2023-10-07,19249,18589,0,0,27129,0,5690,12624
2023-10-08,19249,18589,0,0,27096,0,5667,12502
2023-10-09,19326,18589,0,0,26684,0,5498,11941
2023-10-10,19437,18589,0,0,26514,0,5577,11623
2023-10-11,19446,18874,0,0,25915,0,5502,11663
2023-10-12,19355,19030,0,0,25837,0,5474,11676
2023-10-13,19320,18991,0,0,26028,0,5515,11895
2023-10-14,19320,18991,0,0,26028,0,5530,11752
2023-10-15,19320,18991,0,0,26316,0,5992,11781
2023-10-16,22072,21159,0,0,27656,0,6142,12681
2023-10-17,22067,21159,0,0,27548,0,6049,12424
2023-10-18,21865,20927,0,0,27581,0,6042,12497
2023-10-19,21727,20970,0,0,28023,0,6074,12542
2023-10-20,21425,21000,0,0,28921,0,6098,13247
2023-10-21,21425,21000,0,0,29150,0,6156,11009
2023-10-22,21425,21000,0,0,29224,0,6959,11003
2023-10-23,21377,20767,0,0,32221,0,7295,13802
2023-10-24,21473,20782,0,0,31758,0,7171,14115
2023-10-25,23648,23115,0,0,32289,0,7069,14238
2023-10-26,23485,22745,0,0,32140,0,7142,13942
2023-10-27,23366,22777,0,0,31887,0,7177,13481
2023-10-28,23366,22777,0,0,32056,0,7218,13792
2023-10-29,23366,22777,0,0,32478,0,7262,13869
2023-10-30,23687,22745,0,0,32500,0,7311,13880
2023-10-31,23708,22600,0,0,32488,0,7214,13739
2023-11-01,24085,22664,0,0,33369,0,7299,13817
2023-11-02,24523,23212,0,0,32872,0,7412,13268
2023-11-03,24583,23341,0,0,32459,0,7327,13302
2023-11-04,24583,23341,0,0,32786,0,7545,13448
2023-11-05,24583,23341,0,0,32755,0,7763,13331
2023-11-06,27089,25827,0,0,32673,0,9846,14091
2023-11-07,27176,25810,0,0,33065,0,9531,14163
2023-11-08,27180,25933,0,0,33240,0,9553,14250
2023-11-09,27089,25969,0,0,34352,0,9764,15696
2023-11-10,27544,25863,0,0,34974,0,11143,16468
2023-11-11,27544,25863,0,0,34809,0,11158,16232
2023-11-12,27544,25863,0,0,34731,0,10990,16233
2023-11-13,27595,26252,0,0,34311,0,10741,16156
2023-11-14,28037,26340,0,0,33300,0,10749,15895
2023-11-15,30463,28897,924,0,35311,0,11729,16251
2023-11-16,30440,28959,914,0,33630,0,11197,15948
2023-11-17,30322,29017,916,0,33859,0,11228,15532
2023-11-18,30322,29017,916,0,33848,0,11238,15412
2023-11-19,30322,29017,916,0,34589,0,11313,15615
2023-11-20,30452,28978,910,0,34562,0,11599,15296
2023-11-21,30117,29328,917,0,32750,0,10270,14538
2023-11-22,30157,29114,913,0,34128,0,11187,14960
2023-11-23,30295,29075,922,0,34154,0,11125,15110
2023-11-24,30404,29056,915,0,34654,0,11118,15238
2023-11-25,30404,29056,915,0,34724,0,11191,15306
2023-11-26,30404,29056,915,0,34432,0,11591,15265
2023-11-27,32849,31143,1819,0,34249,0,11368,15039
2023-11-28,32765,31416,1836,0,34658,0,11948,15752
2023-11-29,32482,31395,1842,0,34404,0,11731,15614
2023-11-30,32396,31458,1852,0,34050,0,11672,15393
2023-12-01,32906,31500,1849,0,35274,0,11831,15799
2023-12-02,32906,31500,1849,0,35992,0,11870,16008
2023-12-03,32906,31500,1849,0,36449,0,11808,16141
2023-12-04,32547,31437,1871,0,38049,0,12006,17525
2023-12-05,35251,33573,2799,0,40253,0,11991,17672
2023-12-06,35207,33663,2842,0,40065,0,12921,17233
